,game_title, genre, platforms, developers,release_year,release_month,release_day,average_metascore_ratings
6746,Big Sky: Infinity,Action|Shooter|Shoot-'Em-Up|Scrolling|Vertical,PlayStation Vita|PlayStation 3,VooFoo Studios| Boss Baddie,2012,12,11,71.0
6747,Soldner-X 2: Final Prototype,Action|Shooter|Horizontal|Shoot-'Em-Up|Scrolling|Vertical,PlayStation Vita|PlayStation 3,SideQuest Studios,2015,3,17,71.0
6748,Woah Dave!,2D|Platformer|Action,PlayStation Vita|3DS|iPhone/iPad|PC|PlayStation 4|Wii U,Choice Provisions,2015,1,6,76.5
6749,Toukiden: The Age of Demons,General|Action,PlayStation Vita,Omega Force,2014,2,11,71.0
6750,Unit 13,Modern|Action|Arcade|Shooter|Third-Person,PlayStation Vita,Zipper Interactive,2012,3,6,71.0
6751,Samurai Warriors Chronicles 3,3D|Beat-'Em-Up|Action,PlayStation Vita|3DS,Omega Force,2015,6,30,70.0
6752,Flame Over,Action|Simulation|Shooter|General|Shoot-'Em-Up|Top-Down,PlayStation Vita|PC|PlayStation 4,Laughing Jackal,2015,3,10,69.0
6753,Murasaki Baby,2D|Action Adventure|Action|Fantasy|Platformer,PlayStation Vita,Ovosonico,2014,9,16,69.0
6754,Duke Nukem 3D: Megaton Edition,Action|Shooter|Sci-Fi|Compilation|Miscellaneous|First-Person,PlayStation Vita|PC|PlayStation 3,Abstraction Games,2015,1,6,69.0
6755,Draw Slasher,General|2D|Beat-'Em-Up|Action,PlayStation Vita|iPhone/iPad|PC,Mass Creation,2013,4,23,69.0
6756,Furmins,Action Adventure|Fantasy|Puzzle|Action,PlayStation Vita|iPhone/iPad,Beatshapers,2013,12,17,72.5
6757,Touch My Katamari,General|3D|Platformer|Action,PlayStation Vita,Bandai Namco Games,2012,2,21,69.0
6758,Metrico,General|Miscellaneous|Puzzle|Action,PlayStation Vita,Digital Dreams,2014,8,5,68.0
6759,Alien Breed (PS Mobile),General|Action,PlayStation Vita|iPhone/iPad|PlayStation 3,Team 17,2012,11,14,68.0
6760,Dead Nation,Modern|Action|Top-Down|Shooter|Shoot-'Em-Up|Third-Person,PlayStation Vita|PlayStation 3|PlayStation 4,,2014,4,15,68.0
6761,KickBeat,Miscellaneous|Rhythm|Action|Music,PlayStation Vita|PC|PlayStation 3|PlayStation 4|Wii U|Xbox One,Zen Studios,2013,9,3,67.0
6762,Magical Beat,Miscellaneous|Rhythm|Action|Music,PlayStation Vita,Arc System Works,2014,6,17,67.0
6763,Dynasty Warriors Next,3D|Beat-'Em-Up|Action,PlayStation Vita,Koei| Omega Force,2012,2,21,67.0
6764,Men's Room Mayhem,General|Action,PlayStation Vita|iPhone/iPad,Sawfly Studios,2013,5,21,72.0
6765,Jak and Daxter Collection,Action|Compilation|Miscellaneous|Platformer|3D,PlayStation Vita|PlayStation 3,Mass Media,2013,6,18,67.0
6766,Dragon Ball Z: Battle of Z,3D|Action|Fighting,PlayStation Vita|PlayStation 3|Xbox 360,Artdink,2014,1,28,66.0
6767,MonsterBag,General|Puzzle|Action,PlayStation Vita,IguanaBee,2015,4,7,66.0
6768,Destiny of Spirits,Turn-Based|Action|Fantasy|General|Strategy,PlayStation Vita,Q Entertainment,2014,3,25,66.0
6769,The HD Adventures of Rotating Octopus Character,2D|Platformer|Action,PlayStation Vita,Dakko Dakko,2013,8,27,66.0
6770,Red Game Without a Great Name,General|2D|Platformer|Action,PlayStation Vita|iPhone/iPad|PC|Switch,iFun4all,2015,12,15,65.0
6771,Alien Breed,General|Action,PlayStation Vita|iPhone/iPad|PlayStation 3,Team 17,2013,2,12,76.0
6772,Lemmings Touch,Miscellaneous|Puzzle|Action,PlayStation Vita,d3t Ltd,2014,5,27,63.0
6773,Orgarhythm,Miscellaneous|Rhythm|Action|Music,PlayStation Vita,Acquire,2012,10,23,62.0
6774,Atomic Ninjas,2D|Platformer|Action,PlayStation Vita|PlayStation 3,Grip Games,2013,10,8,61.0
6775,The Hungry Horde,General|Puzzle|Action,PlayStation Vita,Nosebleed Interactive,2014,11,4,61.0
6776,MegaTagmension Blanc + Neptune VS Zombies,3D|Beat-'Em-Up|Action,PlayStation Vita|PC,Compile Heart,2016,5,10,61.0
6777,StarDrone Extreme,General|Action,PlayStation Vita|PC|PlayStation 3|PlayStation 4|Switch,Beatshapers,2012,2,22,61.0
6778,Senran Kagura: Bon Appetit!,Miscellaneous|Rhythm|Action|Music,PlayStation Vita,Meteorise,2014,11,11,61.0
6779,Resistance: Burning Skies,Action|Arcade|Shooter|Sci-Fi|First-Person,PlayStation Vita,Nihilistic,2012,5,29,60.0
6780,BigFest,Business / Tycoon|Action|Music|Management|Rhythm|Strategy,PlayStation Vita,On The Metal Ltd,2015,12,1,59.0
6781,LEGO Ninjago: Nindroids,General|Action,PlayStation Vita|3DS,Hellbent Games,2014,7,29,58.0
6782,htoL#NiQ: The Firefly Diary,General|2D|Platformer|Action,PlayStation Vita|PC,Nippon Ichi Software,2015,2,24,58.0
6783,Flyhunter Origins,2D|Platformer|Action,PlayStation Vita|iPhone/iPad|PC,Steel Wool Games,2014,12,9,58.0
6784,A-Men 2,General|Action,PlayStation Vita|PC|PlayStation 3,Bloober Team,2013,11,5,58.0
6785,Mobile Suit Gundam: Extreme VS-Force,3D|Action|Fighting,PlayStation Vita,Lancarse| Bandai Namco Games,2016,7,12,57.0
6786,Michael Jackson The Experience HD,Miscellaneous|Rhythm|Action|Dancing,PlayStation Vita|3DS|iPhone/iPad|PlayStation 3|Xbox 360,Ubisoft,2012,2,15,57.0
6787,Little Deviants,Action|Party / Minigame|Miscellaneous|Platformer|3D,PlayStation Vita,Bigbig Studios,2012,2,15,57.0
6788,Jungle Rumble: Freedom  Happiness and Bananas,Rhythm|Action|Music,PlayStation Vita|iPhone/iPad,Disco Pixel,2015,2,10,66.0
6789,Run Like Hell!,2D|Platformer|Action,PlayStation Vita|iPhone/iPad,Mass Creation,2014,9,16,56.0
6790,Boss!,2D|Beat-'Em-Up|Action,PlayStation Vita,Fair Play Labs,2014,12,9,56.0
6791,Reality Fighters,General|Action,PlayStation Vita,Novarama,2012,3,13,54.0
6792,Hyperdimension Neptunia PP: Producing Perfection,Simulation|Action|Music|Rhythm|Virtual|Miscellaneous|Career,PlayStation Vita,Tamsoft,2014,6,3,54.0
6793,Farming Simulator 16,Simulation|Action|General|Virtual|Career,PlayStation Vita|iPhone/iPad,Giants Software,2015,10,6,53.0
6794,Starlight Inception,General|Action,PlayStation Vita|PC|PlayStation 3,Escape Hatch Entertainment,2014,4,22,50.0
6795,The Muppets: Movie Adventures,General|Action,PlayStation Vita,Virtual Toys,2015,9,1,48.0
6796,Chronovolt,General|Puzzle|Action,PlayStation Vita,Playerthree,2012,12,31,44.0
6797,Supremacy MMA: Unrestricted,Sports|Individual|Action|Boxing / Martial Arts|Combat|3D|Fighting,PlayStation Vita|PlayStation 3|Xbox 360,Kung Fu Factory,2012,3,27,43.0
6798,Drive Girls,General|Action,PlayStation Vita,Tamsoft,2017,9,8,39.0
6799,Tokyo Tattoo Girls,General|Action,PlayStation Vita|PC,SUSHI TYPHOON GAMES,2017,11,14,36.0
6800,Z-Run,General|Action,PlayStation Vita,Beatshapers,2014,6,24,36.0
6801,Call of Duty: Black Ops Declassified,Modern|Action|Arcade|Shooter|First-Person,PlayStation Vita,Nihilistic,2012,11,13,33.0
6802,Tearaway,General|Adventure,PlayStation Vita,Media Molecule,2013,11,22,87.0
6803,Code:Realize - Guardian of Rebirth,Adventure|Visual Novel,PlayStation Vita,Otomate,2015,10,20,86.0
6804,Minecraft: PlayStation Vita Edition,Action Adventure|Sandbox|Fantasy|Adventure|First-Person|3D,PlayStation Vita|3DS|PC|PlayStation 3|PlayStation 4|Switch|Wii U|Xbox 360|Xbox One,4J Studios| Mojang AB,2014,10,14,84.0
6805,Hakuoki: Kyoto Winds,Adventure|Visual Novel,PlayStation Vita|PC,Idea Factory| Otomate,2017,5,16,83.0
6806,The Walking Dead: A Telltale Games Series - The Complete First Season,Miscellaneous|Compilation|Adventure|Point-and-Click,PlayStation Vita|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Telltale Games,2013,8,20,82.0
6807,Psychedelica of the Black Butterfly,Adventure|Visual Novel,PlayStation Vita|PC,Otomate,2018,4,27,78.0
6808,Bad Apple Wars,Adventure|Visual Novel,PlayStation Vita,Otomate,2017,10,13,78.0
6809,Hakuoki: Edo Blossoms,Adventure|Visual Novel,PlayStation Vita|PC,Otomate,2018,3,13,75.0
6810,Norn9: Var Commons,General|Adventure|Visual Novel,PlayStation Vita,Idea Factory| Otomate,2015,11,3,75.0
6811,Yomawari: Night Alone,Action Adventure|Adventure|First-Person|Survival|3D,PlayStation Vita|PC,Nippon Ichi Software,2016,10,25,75.0
6812,Lost Dimension,General|Adventure,PlayStation Vita|PC|PlayStation 3,FuRyu,2015,7,28,72.0
6813,London Detective Mysteria,Adventure|Visual Novel,PlayStation Vita,Karin Entertainment,2018,12,18,68.0
6814,Period: Cube - Shackles of Amadeus,Adventure|Visual Novel,PlayStation Vita,Otomate,2017,4,28,66.0
6815,Corpse Party: Blood Drive,General|Adventure,PlayStation Vita|iPhone/iPad,5pb,2015,10,13,60.0
6816,BlazBlue: Continuum Shift Extend,2D|Action|Fighting,PlayStation Vita|PC|PlayStation 3|Xbox 360,Arc System Works,2012,2,14,83.0
6817,Demon Gaze,General|First-Person|Western-Style|Role-Playing,PlayStation Vita,Experience Inc.,2014,4,22,70.0
6818,Operation Abyss: New Tokyo Legacy,First-Person|Western-Style|Roguelike|Role-Playing,PlayStation Vita|PC,Experience Inc.,2015,6,9,66.0
6819,Mind Zero,Role-Playing|General|Western-Style|Japanese-Style|First-Person,PlayStation Vita|PC,Zerodiv,2014,5,27,59.0
6820,Super Monkey Ball: Banana Splitz,Party / Minigame|Miscellaneous|Party,PlayStation Vita,Marvelous AQL,2012,10,23,66.0
6821,Joe Danger,Racing|Automobile|Arcade|Driving,PlayStation Vita|iPhone/iPad|PC|PlayStation 3,Hello Games,2014,9,2,87.67
6822,Wipeout 2048,Racing|Futuristic|Arcade|Driving,PlayStation Vita,Studio Liverpool,2012,2,15,79.0
6823,MotorStorm RC,Racing|Simulation|Driving|Automobile|Rally / Offroad|Arcade,PlayStation Vita|PlayStation 3,Evolution Studios,2012,3,6,78.0
6824,Table Top Racing,Racing|Automobile|Arcade|Driving,PlayStation Vita|iPhone/iPad,Playrise Edge Ltd.,2014,8,5,67.5
6825,ModNation Racers: Road Trip,Racing|Kart|Driving|Other|Arcade,PlayStation Vita,SCEA,2012,2,7,62.0
6826,HTR+ Slot Car Simulation,Racing|Automobile|Arcade|General,PlayStation Vita|PC,Graffiti Entertainment,2015,11,17,53.0
6827,Asphalt: Injection,Racing|Driving|Automobile|Arcade|General,PlayStation Vita,Ubisoft,2012,2,15,49.0
6828,PixelJunk Monsters: Ultimate HD,Real-Time|Strategy|Defense|Fantasy,PlayStation Vita|PC,Double Eleven,2013,7,30,84.0
6829,New Little King's Story,General|Real-Time|Strategy|Fantasy,PlayStation Vita,Konami,2012,10,2,70.0
6830,Persona 4 Golden,Japanese-Style|Console-style RPG|Role-Playing,PlayStation Vita,Atlus,2012,11,20,93.0
6831,Soul Sacrifice Delta,Action RPG|Role-Playing,PlayStation Vita,SCE Japan Studio,2014,5,13,82.0
6832,Atelier Totori Plus: The Adventurer of Arland,General|Console-style RPG|Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2013,3,19,79.0
6833,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,Roguelike|Role-Playing,PlayStation Vita,Spike Chunsoft,2016,7,26,79.0
6834,Atelier Rorona Plus: The Alchemist of Arland,General|Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2014,7,22,79.0
6835,Muramasa Rebirth,Action RPG|Role-Playing,PlayStation Vita,Vanillaware,2013,6,25,78.0
6836,Oreshika: Tainted Bloodlines,General|Role-Playing,PlayStation Vita,Alfa System,2015,3,3,78.0
6837,Atelier Shallie Plus: Alchemists of the Dusk Sea,Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2017,1,17,78.0
6838,Ar nosurge Plus: Ode to an Unborn Star,Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2015,7,2,77.0
6839,Atelier Ayesha Plus: The Alchemist of Dusk,Japanese-Style|Console-style RPG|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2015,1,13,76.0
6840,Tales of Hearts R,Japanese-Style|Action RPG|Console-style RPG|Role-Playing,PlayStation Vita,7thChord,2014,11,11,76.0
6841,Mary Skelter: Nightmares,Action RPG|Roguelike|Role-Playing,PlayStation Vita|PC,Compile Heart,2017,9,19,76.0
6842,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2016,1,19,75.0
6843,Tokyo Xanadu,Action RPG|Role-Playing,PlayStation Vita,Falcom,2017,6,30,74.0
6844,Atelier Meruru Plus: The Apprentice of Arland,General|Japanese-Style|Role-Playing,PlayStation Vita|PlayStation 3,Gust,2013,10,1,74.0
6845,Freedom Wars,Action RPG|Role-Playing,PlayStation Vita,Dimps Corporation| SCE Japan Studio,2014,10,28,73.0
6846,Dungeon Travelers 2: The Royal Library & the Monster Seal,Western-Style|Role-Playing,PlayStation Vita,Aqua Plus,2015,8,18,73.0
6847,Hyperdimension Neptunia Re;Birth3: V Generation,Japanese-Style|Role-Playing,PlayStation Vita|PC,Compile Heart| Felistella,2015,6,30,70.0
6848,Pocket RPG,Action RPG|Role-Playing,PlayStation Vita|iPhone/iPad,Crescent Moon Games,2014,11,25,73.0
6849,Mystery Chronicle: One Way Heroics,Action RPG|Roguelike|Role-Playing,PlayStation Vita|PC|PlayStation 4,Spike Chunsoft,2016,9,13,68.0
6850,Sword Art Online: Hollow Fragment,General|Action RPG|Role-Playing,PlayStation Vita,Bandai Namco Games| Aquria,2014,8,19,67.0
6851,Criminal Girls 2: Party Favors,General|Role-Playing,PlayStation Vita,Nippon Ichi Software,2016,9,22,67.0
6852,Ragnarok Odyssey ACE,Action RPG|Role-Playing,PlayStation Vita|PlayStation 3,Game Arts,2014,4,1,67.0
6853,Hyperdimension Neptunia Re;Birth2: Sisters Generation,General|Japanese-Style|Role-Playing,PlayStation Vita|PC,Felistella,2015,1,27,67.0
6854,Adventures of Mana,Action RPG|Role-Playing,PlayStation Vita|iPhone/iPad|iPhone/iPad,Square Enix,2016,6,28,66.0
6855,Ragnarok Odyssey,Action RPG|Role-Playing,PlayStation Vita,Game Arts,2012,10,30,66.0
6856,Sorcery Saga: The Curse of the Great Curry God,General|Roguelike|Role-Playing,PlayStation Vita|PC,Zerodiv,2013,12,10,65.0
6857,Dragon Fantasy Book I,Japanese-Style|Console-style RPG|Role-Playing,PlayStation Vita|PlayStation 3,The Muteki Corporation,2013,4,16,64.0
6858,Operation Babel: New Tokyo Legacy,Western-Style|Roguelike|Role-Playing,PlayStation Vita|PC,Experience Inc.,2017,5,16,63.0
6859,Tokyo Twilight Ghost Hunters,General|Strategy|Turn-Based|Role-Playing,PlayStation Vita|PlayStation 3|PlayStation 4,TOYBOX,2015,3,10,63.0
6860,Fantasy Hero: Unsigned Legacy,Action RPG|Role-Playing,PlayStation Vita|Switch,Arc System Works,2014,12,2,59.0
6861,The Caligula Effect,General|Role-Playing,PlayStation Vita|PC|PlayStation 4|Switch,Aquria,2017,5,2,58.0
6862,Sumioni: Demon Arts,General|Role-Playing,PlayStation Vita,Acquire,2012,3,20,57.0
6863,MeiQ: Labyrinth of Death,General|Japanese-Style|Role-Playing,PlayStation Vita,Compile Heart,2016,9,13,56.0
6864,Criminal Girls: Invite Only,General|Role-Playing,PlayStation Vita|PC,Image Epoch| Imageepoch,2015,2,3,55.0
6865,Dragon Fantasy Book II,Japanese-Style|Console-style RPG|Role-Playing,PlayStation Vita|3DS|iPhone/iPad|PC|PlayStation 3|PlayStation 4|Wii U,The Muteki Corporation,2013,9,10,54.0
6866,Dungeon Hunter: Alliance,Action RPG|Role-Playing,PlayStation Vita|PlayStation 3,Ubisoft,2012,2,15,49.0
6867,VA-11 Hall-A,General|Simulation,PlayStation Vita|PC|PlayStation 4|Switch,Active Gaming Media,2017,11,14,82.0
6868,PlayStation Vita Pets,Simulation|Virtual Life|Virtual|Pet|Miscellaneous,PlayStation Vita,Spiral House,2014,6,3,63.0
6869,Ecolibrium,Virtual Life|Miscellaneous|Virtual|Simulation,PlayStation Vita,SCEE,2013,2,12,61.0
6870,Farming Simulator,General|Virtual|Career|Simulation,PlayStation Vita|PC|PlayStation 3|Xbox 360,Giants Software,2013,7,2,59.0
6871,FIFA Soccer,Sports|Team|Traditional|Soccer|Sim,PlayStation Vita,Electronic Arts,2012,2,15,79.0
6872,Virtua Tennis 4: World Tour Edition,Tennis|Traditional|Sports|Individual,PlayStation Vita,Sega,2012,2,15,77.0
6873,MLB 12: The Show,Sports|Team|Traditional|Sim|Baseball,PlayStation Vita|PlayStation 3,SCEA San Diego Studios,2012,3,6,76.0
6874,Hot Shots Golf: World Invitational,Sports|Individual|Golf|Traditional|Arcade,PlayStation Vita|PlayStation 3,Clap Hanz,2012,2,7,76.0
6875,Hustle Kings,Sports|Individual|Parlor|Miscellaneous|Billiards,PlayStation Vita|PlayStation 3|PlayStation 4,VooFoo Studios,2012,2,21,75.0
6876,MLB 13: The Show,Sports|Team|Traditional|Sim|Baseball,PlayStation Vita|PlayStation 3,SCEA San Diego Studios,2013,3,5,75.0
6877,Real Boxing,Sports|Individual|Traditional|Boxing / Martial Arts|Combat|Boxing,PlayStation Vita|iPhone/iPad|PC,Vivid Games,2013,9,17,72.5
6878,Reel Fishing: Master's Challenge,Nature|Fishing|Sports|Individual,PlayStation Vita,Natsume,2015,2,3,68.0
6879,Football Manager Classic 2014,Traditional|Sports|Management|Soccer,PlayStation Vita,Sports Interactive,2014,4,11,67.0
6880,Table Mini Golf,Sports|Individual|Golf|Traditional|Arcade,PlayStation Vita,Four Door Lemon,2013,4,9,56.0
6881,XCOM: Enemy Unknown Plus,General|Strategy|Turn-Based,PlayStation Vita|iPhone/iPad|PC|PlayStation 3|Xbox 360,Firaxis Games,2016,3,22,82.0
6882,Disgaea 4: A Promise Revisited,Fantasy|Strategy|Turn-Based|Tactics,PlayStation Vita|PlayStation 3,Nippon Ichi Software,2014,8,12,82.0
6883,Disgaea 3: Absence of Detention,Fantasy|Strategy|Turn-Based|Tactics,PlayStation Vita|PlayStation 3,Nippon Ichi Software,2012,4,17,78.0
6884,Tokyo Jungle Mobile,General|Strategy|Turn-Based|Sci-Fi,PlayStation Vita,SCEI,2013,7,10,77.0
6885,Eufloria HD,General|Strategy,PlayStation Vita|iPhone/iPad|PC|PlayStation 3,Rudolf Kremers| Alex May,2013,12,17,69.0
6886,Invizimals: The Alliance,Card Battle|Strategy|Miscellaneous|Turn-Based,PlayStation Vita,Novarama,2014,9,30,69.0
6887,Invizimals: The Resistance,Miscellaneous|Strategy|Turn-Based|Card Battle,PlayStation Vita,Novarama,2015,5,26,67.0
6888,Monster Monpiece,Miscellaneous|Strategy|Turn-Based|Card Battle,PlayStation Vita|PC,Compile Heart,2014,5,27,67.0
6889,Deception IV: Blood Ties,General|Action Adventure|Strategy|Modern,PlayStation Vita|PlayStation 3,Koei Tecmo Games,2014,3,25,67.0
6890,Worms Revolution Extreme,General|Fantasy|Strategy|Turn-Based,PlayStation Vita|PlayStation 3,Team 17,2013,10,8,67.0
6891,Uncharted: Fight for Fortune,Action Adventure|Modern|Turn-Based|Card Battle|Strategy,PlayStation Vita,Sony Bend,2012,12,4,67.0
6892,Desert Ashes,General|Fantasy|Strategy|Turn-Based,PlayStation Vita|PC,Luc Bernard,2015,2,24,66.0
6893,Army Corps of Hell,General|Real-Time|Strategy|Fantasy,PlayStation Vita,Entersphere| Inc.,2012,2,21,57.0
6894,Breach & Clear,General|Strategy|Turn-Based|Tactics,PlayStation Vita|iPhone/iPad|PC,Gun Media,2015,5,12,55.0
6895,Earth Defense Force 2017 Portable,Action|Arcade|Shooter|Sci-Fi|Third-Person,PlayStation Vita,Sandlot,2013,1,8,68.0
6896,Super QuickHook,General|Platformer|Action|2D|Adventure,iOS,Rocketcat Games,2010,6,17,96.0
6897,Super Stickman Golf 3,Sports|General|Golf|Action|Individual|Arcade,iOS,Noodlecake Studios,2016,7,7,95.0
6898,Flipping Legend,Action|General,iOS,Noodlecake Studios,2017,6,14,94.0
6899,iBlast Moki,Action|General|Miscellaneous|Puzzle,iOS,Godzilab,2009,9,9,94.0
6900,N.O.V.A. - Near Orbit Vanguard Alliance,General|Action|Sci-Fi|Shooter|First-Person|Adventure|Arcade,iOS,Gameloft,2009,12,17,94.0
6901,Real Racing 2,General|Action|Racing|Automobile|Simulation|Driving|GT / Street,iOS,Firemint Pty Ltd,2010,12,16,94.0
6902,Spider: The Secret of Bryce Manor,Puzzle|General|Action,iOS,Tiger Style,2009,8,10,93.0
6903,Traps n' Gemstones,Action|2D|General|Platformer,iOS|PC,Donut Games,2014,7,23,93.0
6904,Cut the Rope,Miscellaneous|General|Logic|Action|Puzzle|Edutainment,iOS|3DS|PC,ZeptoLab,2010,10,5,93.0
6905,Punch Quest,Action|General,iOS,Madgarden,2012,10,25,93.0
6906,Sonic CD,Action|2D|Platformer,iOS|PC|PlayStation 3|Xbox 360,Sega,2011,12,15,93.0
6907,The Executive,Action|General,iOS,Riverman Media LLC,2015,7,2,93.0
6908,A Good Snowman Is Hard To Build,Puzzle|Action,iOS|PC,Draknek,2015,12,9,93.0
6909,Ryan North's To Be Or Not To Be,Action|General,iOS,Tin Man Games,2015,3,18,93.0
6910,Papa Sangre II,Action|General|Miscellaneous|Puzzle,iOS,,2013,10,31,92.0
6911,Table Tennis Touch,Sports|General|Action|Individual|Other,iOS,Yakuto,2014,5,15,92.0
6912,Alto's Adventure,Action|2D|General|Platformer,iOS|PC,Snowman,2015,2,19,92.0
6913,Tiny Wings HD,Action|General,iOS,Andreas Illiger,2012,7,12,92.0
6914,Prune,Action|General,iOS,Joel Mcdonald,2015,7,23,92.0
6915,DEVICE 6,Action|General|Text|Adventure,iOS,Simogo,2013,10,17,92.0
6916,Warbits,Action|General,iOS,Risky Lab LLC,2016,4,13,92.0
